
GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_5X	PCT_10X	PCT_20X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X
2900434419	0.132371	0.732859	0	0	0.030199	0.019441	0.015514	0.038496	0.000179	0	0.10383	0.008875	0.000119	0	0	0	0	0	0	0	0	0
